hostname,sy_dist,total_planets,st_teff,st_rad,st_mass,potentially_habitable
Kepler-1140,656.48,1,4850.0,0.73,0.76,0
Kepler-1141,393.642,1,5791.0,1.07,1.01,0
Kepler-1142,1273.51,1,5685.0,0.96,0.97,0
Kepler-1143,555.189,2,5053.0,0.77,0.81,0
Kepler-1144,1140.57,1,5753.0,0.96,0.98,0
Kepler-1145,691.961,1,5064.0,0.75,0.79,0
Kepler-1146,703.038,1,4692.0,0.7,0.74,0
Kepler-1147,1657.36,1,5941.0,1.14,1.09,0
Kepler-1148,625.692,1,5054.0,0.77,0.81,0
Kepler-1149,1217.73,1,5833.0,1.01,1.02,0
Kepler-1150,358.518,1,4754.0,0.72,0.76,0
Kepler-1151,682.436,1,5470.0,0.85,0.88,0
Kepler-1152,215.233,1,3964.0,0.53,0.55,0
Kepler-1153,1119.49,1,5470.0,0.88,0.91,0
Kepler-1154,1460.1,2,6327.0,1.43,1.26,0
Kepler-1155,1128.72,1,5842.0,1.03,1.03,0
Kepler-1156,691.331,1,5778.0,1.0,1.0,0
Kepler-1157,342.144,1,4679.0,0.71,0.76,0
Kepler-1158,1484.25,1,6203.0,1.95,1.41,0
Kepler-1159,1213.71,1,6217.0,1.28,1.19,0
Kepler-1160,1077.63,1,5519.0,0.89,0.92,0
Kepler-1161,547.726,1,4253.0,0.57,0.59,0
Kepler-1162,940.211,2,5225.0,0.84,0.861,0
Kepler-1163,478.647,1,6302.0,1.35,1.22,0
Kepler-1164,431.622,1,5183.0,0.79,0.85,0
Kepler-1165,1575.2,2,6080.0,1.076,1.13,0
Kepler-1166,634.906,1,5446.0,0.86,0.9,0
Kepler-1167,820.905,1,4971.0,0.75,0.79,0
Kepler-1168,752.666,1,5157.0,0.82,0.87,0
Kepler-1169,522.823,1,6191.0,1.23,1.24,0
Kepler-1170,1050.45,1,5069.0,0.76,0.8,0
Kepler-1171,573.0,1,7044.0,1.95,1.58,0
Kepler-1172,1306.53,1,5558.0,0.89,0.92,0
Kepler-1173,377.06,1,5252.0,0.82,0.86,0
Kepler-1174,1408.75,1,5936.0,1.04,1.04,0
Kepler-1175,1121.89,1,5453.0,0.86,0.9,0
Kepler-1176,864.699,1,5844.0,1.02,1.01,0
Kepler-1177,1299.97,1,5712.0,0.97,0.98,0
Kepler-1178,482.287,1,4990.0,0.75,0.8,0
Kepler-1179,415.205,1,5212.0,0.81,0.84,0
Kepler-1180,1596.8,1,6077.0,1.14,1.09,0
Kepler-1181,938.417,2,6176.0,1.3,1.17,0
Kepler-1182,1545.39,1,5924.0,1.05,1.04,0
Kepler-1183,1919.19,1,5765.0,0.99,1.0,0
Kepler-1184,1157.84,1,5983.0,1.07,1.05,0
Kepler-1185,459.273,1,5622.0,0.87,0.96,0
Kepler-1186,1337.25,1,5635.0,0.93,0.95,0
Kepler-1187,1020.53,1,5975.0,1.09,1.06,0
Kepler-1188,1717.48,1,5913.0,1.06,1.04,0
Kepler-1189,782.852,1,6012.0,1.16,1.11,0
Kepler-1190,342.509,1,4730.0,0.72,0.76,0
Kepler-1191,955.536,1,5308.0,0.81,0.85,0
Kepler-1192,1304.19,1,5438.0,0.83,0.86,0
Kepler-1193,802.116,1,5908.0,1.21,1.08,0
Kepler-1194,757.382,1,5590.0,0.92,0.94,0
Kepler-1195,918.566,1,4965.0,0.71,0.74,0
Kepler-1196,922.333,1,5756.0,0.97,0.98,0
Kepler-1197,486.94,1,4708.0,0.72,0.78,0
Kepler-1198,743.03,1,5517.0,0.9,0.93,0
Kepler-1199,563.493,1,5889.0,1.17,0.94,0
Kepler-1200,588.715,1,4612.0,0.7,0.74,0
Kepler-1201,944.241,1,6177.0,1.24,1.15,0
Kepler-1202,1175.38,1,5834.0,1.04,1.03,0
Kepler-1203,317.022,1,4105.0,0.61,0.64,0
Kepler-1204,1175.22,1,5825.0,1.03,1.03,0
Kepler-1205,698.485,1,5226.0,0.81,0.84,0
Kepler-1206,762.019,1,4877.0,0.75,0.8,0
Kepler-1207,1754.19,1,5909.0,1.06,1.06,0
Kepler-1208,825.176,1,5001.0,0.76,0.8,0
Kepler-1209,505.531,1,6210.0,1.38,1.23,0
Kepler-1210,1176.53,1,5568.0,0.92,0.94,0
Kepler-1211,1826.53,1,5705.0,0.94,0.96,0
Kepler-1212,1316.57,1,6051.0,1.15,1.1,0
Kepler-1213,807.812,1,6050.0,1.21,1.14,0
Kepler-1214,729.227,1,5130.0,0.8,0.85,0
Kepler-1215,661.022,1,5616.0,0.93,0.95,0
Kepler-1216,1258.36,1,5743.0,0.98,0.99,0
Kepler-1217,1347.71,1,5905.0,1.08,1.06,0
Kepler-1218,840.503,1,5986.0,1.1,1.06,0
Kepler-1219,880.895,1,5944.0,1.94,1.25,0
Kepler-1220,961.907,1,5842.0,0.99,1.0,0
Kepler-1221,913.65,1,5194.0,0.82,0.87,0
Kepler-1222,415.218,1,5239.0,0.8,0.84,0
Kepler-1223,459.957,1,4870.0,0.75,0.8,0
Kepler-1224,559.598,1,6155.0,1.22,1.18,0
Kepler-1225,1347.52,1,6140.0,1.19,1.13,0
Kepler-1226,1125.72,1,5923.0,1.02,1.02,0
Kepler-1227,623.706,1,5747.0,0.95,0.97,0
Kepler-1228,515.453,1,5063.0,0.74,0.78,0
Kepler-1229,265.482,1,3784.0,0.51,0.54,0
Kepler-1230,1364.22,1,5961.0,1.08,1.06,0
Kepler-1231,987.237,1,5778.0,1.0,1.01,0
Kepler-1232,632.865,1,5471.0,0.89,0.92,0
Kepler-1233,1178.7,1,6198.0,1.25,1.16,0
Kepler-1234,916.749,1,4967.0,0.76,0.8,0
Kepler-1235,540.604,1,5541.0,0.9,0.93,0
Kepler-1236,999.64,1,5337.0,0.82,0.86,0
Kepler-1237,1064.31,1,5472.0,0.9,0.94,0
Kepler-1238,1632.13,1,6386.0,1.48,1.3,0
Kepler-1239,2140.6,1,6564.0,1.57,1.4,0
Kepler-1240,862.186,1,5682.0,0.96,0.98,0
Kepler-1241,968.722,1,5261.0,0.8,0.84,0
Kepler-1242,687.615,1,4895.0,0.74,0.77,0
Kepler-1243,758.17,1,5667.0,0.94,0.96,0
Kepler-1244,1075.81,1,6680.0,1.77,1.46,0
Kepler-1245,805.936,2,5306.0,0.83,0.86,0
Kepler-1246,436.505,1,4611.0,0.69,0.73,0
Kepler-1247,1045.92,1,5303.0,0.82,0.86,0
Kepler-1248,593.026,1,6149.0,1.21,1.21,0
Kepler-1249,1904.54,1,6202.0,1.28,1.19,0
Kepler-1250,2126.85,1,5717.0,0.98,0.99,0
Kepler-1251,902.204,1,5545.0,0.89,0.92,0
Kepler-1252,648.979,1,5949.0,1.09,1.06,0
Kepler-1253,514.524,1,5850.0,1.1,0.97,0
Kepler-1254,622.818,3,4985.0,0.75,0.78,0
Kepler-1255,1617.07,1,6018.0,1.12,1.08,0
Kepler-1256,891.192,1,6129.0,1.36,1.17,0
Kepler-1257,1105.95,1,5502.0,0.87,0.9,0
Kepler-1258,717.555,1,5839.0,0.99,0.99,0
Kepler-1259,805.562,1,5053.0,0.77,0.8,0
Kepler-1260,1734.43,1,5961.0,1.08,1.06,0
Kepler-1261,744.294,1,5006.0,0.77,0.82,0
Kepler-1262,1054.87,1,5771.0,0.98,0.99,0
Kepler-1263,664.83,1,5213.0,0.8,0.84,0
Kepler-1264,801.993,1,5791.0,0.98,0.99,0
Kepler-1265,583.641,1,4630.0,0.69,0.71,0
Kepler-1266,849.312,2,4996.0,0.76,0.791,0
Kepler-1267,1379.43,1,6096.0,1.2,1.15,0
Kepler-1268,1840.77,1,5904.0,1.09,1.06,0
Kepler-1269,1097.23,1,5998.0,1.15,1.1,0
Kepler-1270,1095.05,1,5047.0,3.38,1.28,0
Kepler-1271,831.991,1,6143.0,1.23,1.13,0
Kepler-1272,1206.37,1,5926.0,1.09,1.06,0
Kepler-1273,1114.24,1,5566.0,0.91,0.94,0
Kepler-1274,614.648,1,6179.0,2.17,1.45,0
Kepler-1275,1153.98,1,6296.0,1.36,1.23,0
Kepler-1276,538.481,1,6188.0,1.21,1.14,0
Kepler-1277,557.193,1,5578.0,0.92,0.94,0
Kepler-1278,889.426,1,6074.0,1.16,1.11,0
Kepler-1279,1494.22,1,6221.0,1.33,1.21,0
Kepler-1280,1486.7,1,6227.0,1.32,1.2,0
Kepler-1281,1090.0,1,5353.0,0.83,0.87,0
Kepler-1282,1103.29,1,5504.0,0.89,0.92,0
Kepler-1283,2921.99,1,6175.0,1.25,1.16,0
Kepler-1284,882.324,1,5123.0,0.79,0.84,0
Kepler-1285,422.269,1,6170.0,1.28,1.2,0
Kepler-1286,1354.46,1,5753.0,0.98,1.0,0
Kepler-1287,1003.26,1,5715.0,0.94,0.96,0
Kepler-1288,814.078,1,6132.0,1.29,1.2,0
Kepler-1289,1053.57,1,6080.0,1.17,1.1,0
Kepler-1290,1593.7,1,5660.0,0.93,0.95,0
Kepler-1291,897.352,1,5216.0,0.8,0.84,0
Kepler-1292,1493.43,1,5556.0,0.93,0.95,0
Kepler-1293,1028.16,1,6241.0,1.28,1.18,0
Kepler-1294,1855.7,1,5776.0,0.97,0.99,0
Kepler-1295,1174.46,1,5486.0,0.89,0.92,0
Kepler-1296,1551.54,1,5359.0,0.83,0.87,0
Kepler-1297,1439.47,1,5818.0,0.99,0.99,0
Kepler-1298,544.163,1,6339.0,2.0,1.45,0
Kepler-1299,1404.94,1,5609.0,0.91,0.94,0
Kepler-1300,777.025,1,6130.0,1.79,1.29,0
Kepler-1301,854.28,1,5188.0,0.81,0.85,0
Kepler-1302,634.58,1,5236.0,0.82,0.86,0
Kepler-1303,897.783,1,5771.0,1.0,1.01,0
Kepler-1304,2176.08,1,5259.0,0.81,0.85,0
Kepler-1305,1575.23,1,5701.0,0.96,0.97,0
Kepler-1306,1107.5,1,5727.0,0.97,0.98,0
Kepler-1307,1014.62,1,5884.0,1.08,1.06,0
Kepler-1308,112.705,1,3468.0,0.34,0.35,0
Kepler-1309,845.0,1,5235.0,0.8,0.85,0
Kepler-1310,569.185,1,5549.0,0.88,0.91,0
Kepler-1311,866.331,3,5616.0,1.4,1.032,0
Kepler-1312,299.104,2,5719.0,0.905,0.983,0
Kepler-1313,174.234,1,5453.0,0.85,0.92,0
Kepler-1314,141.98685057,1,4188.0,0.59,0.6,0
Kepler-1315,480.869,2,4818.0,0.75,0.8,0
Kepler-1316,800.871,1,5884.0,1.12,1.04,0
Kepler-1317,728.303,1,5144.0,0.79,0.83,0
Kepler-1318,475.248,1,4598.0,0.7,0.73,0
Kepler-1319,103.917,1,3655.0,0.54,0.56,0
Kepler-132,349.549,1,6023.0,1.1,1.03,0
Kepler-1320,647.424,1,4817.0,0.74,0.8,0
Kepler-1321,769.146,3,3640.0,0.503,0.513,0
Kepler-1322,1350.32,2,5488.0,0.804,0.897,0
Kepler-1323,465.417,1,6169.0,1.4,1.18,0
Kepler-1324,481.667,1,4776.0,0.73,0.78,0
Kepler-1325,973.368,1,5550.0,0.91,0.93,0
Kepler-1326,698.326,1,6725.0,1.74,1.45,0
Kepler-1327,678.069,1,5885.0,1.03,1.02,0
Kepler-1328,813.543,1,5780.0,0.99,1.0,0
Kepler-1329,588.037,1,4500.0,0.69,0.72,0
Kepler-1330,1720.48,1,5608.0,0.94,0.97,0
Kepler-1331,319.197,1,4508.0,0.69,0.72,0
Kepler-1332,528.685,1,5581.0,0.9,0.95,0
Kepler-1333,932.446,1,5628.0,0.92,0.94,0
Kepler-1334,1223.04,1,5614.0,0.91,0.94,0
Kepler-1335,621.853,1,4903.0,0.74,0.77,0
Kepler-1336,1126.64,2,5512.0,1.3,0.94,0
Kepler-1337,601.629,1,4523.0,0.67,0.7,0
Kepler-1338,753.26,1,5909.0,1.05,1.04,0
Kepler-1339,371.049,1,5586.0,0.93,0.94,0
Kepler-1340,981.779,1,6331.0,1.42,1.27,0
Kepler-1341,476.957,1,4662.0,0.72,0.79,1
Kepler-1342,890.724,1,5527.0,0.9,0.93,0
Kepler-1343,1756.71,1,5759.0,0.93,0.95,0
Kepler-1344,853.959,1,5981.0,1.13,1.09,0
Kepler-1345,1355.02,1,6449.0,1.55,1.32,0
Kepler-1346,843.701,1,6133.0,1.21,1.14,0
Kepler-1347,321.0,1,5193.0,0.79,0.82,0
Kepler-1348,1213.82,1,5911.0,1.04,1.04,0
Kepler-1349,276.323,1,6086.0,1.28,1.16,0
Kepler-1350,340.691,2,3827.0,0.53,0.55,0
Kepler-1351,202.782,1,4439.0,0.67,0.7,0
Kepler-1352,670.829,1,6118.0,1.16,1.11,0
Kepler-1353,593.384,1,4776.0,0.72,0.76,0
Kepler-1354,1119.45,1,6168.0,1.24,1.16,0
Kepler-1355,911.269,1,5352.0,0.83,0.88,0
Kepler-1356,845.228,1,5106.0,0.78,0.82,0
Kepler-1357,1015.69,1,5597.0,0.9,0.93,0
Kepler-1358,546.998,1,5181.0,0.79,0.82,0
Kepler-1359,614.859,1,4709.0,0.72,0.78,0
Kepler-1360,1516.27,1,6778.0,1.83,1.51,0
Kepler-1361,389.143,1,5131.0,0.79,0.83,0
Kepler-1362,731.298,1,4857.0,0.74,0.8,1
Kepler-1363,541.714,1,4839.0,0.72,0.76,0
Kepler-1364,1056.9,1,6805.0,1.79,1.49,0
Kepler-1365,840.128,2,5770.0,1.05,1.0,0
Kepler-1366,465.826,1,4070.0,0.6,0.62,0
Kepler-1367,401.484,1,4106.0,0.6,0.62,0
Kepler-1368,1635.82,1,5906.0,1.08,1.07,0
Kepler-1369,1236.56,1,5761.0,0.99,0.99,0
Kepler-1370,1004.1,2,6202.0,1.29,1.19,0
Kepler-1371,515.334,2,5361.0,0.83,0.87,0
Kepler-1372,1303.22,1,5677.0,0.97,0.98,0
Kepler-1373,1699.46,1,6299.0,1.33,1.22,0
Kepler-1374,1078.46,1,5323.0,0.81,0.85,0
Kepler-1375,1430.84,1,6704.0,1.78,1.47,0
Kepler-1376,868.056,1,5659.0,0.97,0.98,0
Kepler-1377,1146.1,1,5218.0,0.82,0.86,0
Kepler-1378,506.434,1,4407.0,0.67,0.7,0
Kepler-1379,971.325,1,5188.0,0.79,0.83,0
Kepler-138,66.8624,1,3841.0,0.535,0.535,1
Kepler-1380,2462.94,1,5570.0,0.94,0.96,0
Kepler-1381,1197.04,1,5747.0,0.94,0.96,0
Kepler-1382,738.261,1,6161.0,1.72,1.36,0
Kepler-1383,1027.21,1,6370.0,1.44,1.26,0
Kepler-1384,618.0,1,4919.0,0.74,0.78,0
Kepler-1385,688.795,1,5732.0,1.29,1.15,0
Kepler-1386,835.882,1,5733.0,1.03,1.02,0
Kepler-1387,455.358,1,5046.0,0.77,0.82,0
Kepler-1388,453.795,4,4098.0,0.61,0.63,0
Kepler-1389,497.093,1,5078.0,0.74,0.81,1
Kepler-139,391.038,1,5622.0,1.045,1.078,0
Kepler-1390,723.431,1,5753.0,0.98,0.98,0
Kepler-1391,1038.35,1,5840.0,1.1,1.03,0
Kepler-1392,1117.0,1,5479.0,0.85,0.88,0
Kepler-1393,544.456,1,5697.0,0.92,0.95,0
Kepler-1394,640.409,1,6481.0,2.55,1.64,0
Kepler-1395,492.894,1,6138.0,1.23,1.17,0
Kepler-1396,1066.46,1,6195.0,1.27,1.18,0
Kepler-1397,1198.25,1,6026.0,1.12,1.09,0
Kepler-1398,852.204,2,6126.0,1.18,1.13,0
Kepler-1399,1385.7,1,5735.0,0.96,0.97,0
Kepler-1400,752.237,1,5044.0,0.78,0.83,0
Kepler-1401,1425.43,1,5964.0,1.1,1.07,0
Kepler-1402,1493.64,1,5416.0,0.87,0.9,0
Kepler-1403,2163.9,1,6060.0,1.15,1.11,0
Kepler-1404,962.183,1,5261.0,0.8,0.84,0
Kepler-1405,1530.3,1,5925.0,1.07,1.05,0
Kepler-1406,572.403,1,5892.0,1.12,1.05,0
Kepler-1407,1396.41,1,6010.0,1.15,1.1,0
Kepler-1408,535.048,1,6170.0,1.35,1.21,0
Kepler-1409,694.89,1,5160.0,0.79,0.83,0
Kepler-1410,367.0,1,4092.0,0.6,0.63,1
Kepler-1411,1660.48,1,5664.0,0.92,0.95,0
Kepler-1412,755.678,1,5880.0,1.27,1.06,0
Kepler-1413,1167.49,1,5196.0,0.8,0.84,0
Kepler-1414,570.835,1,4951.0,0.75,0.8,0
Kepler-1415,1043.56,1,5267.0,0.84,0.89,0
Kepler-1416,949.59,1,6019.0,1.15,1.09,0
Kepler-1417,991.845,1,5839.0,1.02,1.02,0
Kepler-1418,499.0,1,4770.0,0.72,0.77,0
Kepler-1419,1498.58,1,5796.0,1.01,1.01,0
Kepler-1420,1054.37,1,5187.0,0.79,0.82,0
Kepler-1421,783.401,1,6335.0,1.42,1.25,0
Kepler-1422,2465.84,1,6194.0,1.23,1.15,0
Kepler-1423,449.0,1,4939.0,0.75,0.79,0
Kepler-1424,661.421,1,5838.0,1.07,1.02,0
Kepler-1425,863.873,1,5718.0,0.95,0.97,0
Kepler-1426,1697.81,1,5831.0,1.02,1.02,0
Kepler-1427,1220.0,1,5793.0,1.01,1.01,0
Kepler-1428,1530.32,1,6184.0,1.36,1.28,0
Kepler-1429,1214.09,1,5902.0,1.07,1.05,0
Kepler-1430,875.523,1,4796.0,0.72,0.77,0
Kepler-1431,1623.24,1,5806.0,1.03,1.03,0
Kepler-1432,2171.87,1,6031.0,1.13,1.09,0
Kepler-1433,1328.0,1,6097.0,1.19,1.14,0
Kepler-1434,775.529,1,6291.0,2.04,1.47,0
Kepler-1435,704.211,1,6356.0,1.32,1.21,0
Kepler-1436,2530.62,1,5972.0,1.09,1.06,0
Kepler-1437,2101.69,1,5557.0,0.9,0.93,0
Kepler-1438,1154.13,1,5530.0,0.96,0.97,0
Kepler-1439,225.393,1,3578.0,0.43,0.46,0
Kepler-1440,1115.35,1,5698.0,0.96,0.98,0
Kepler-1441,1110.48,1,5802.0,1.0,1.0,0
Kepler-1442,608.68,1,6394.0,1.44,1.34,0
Kepler-1443,593.646,1,6289.0,1.27,1.19,0
Kepler-1444,319.675,1,5810.0,1.05,1.03,0
Kepler-1445,506.357,1,6150.0,1.26,1.13,0
Kepler-1446,152.075,1,4865.0,0.75,0.81,0
Kepler-1447,890.296,1,5722.0,0.95,0.97,0
Kepler-1448,768.903,1,5774.0,0.93,0.95,0
Kepler-1449,2006.48,1,5979.0,1.1,1.08,0
Kepler-1450,505.829,1,4524.0,0.68,0.71,0
Kepler-1451,1058.72,1,5782.0,0.99,1.0,0
Kepler-1452,996.32,1,6101.0,2.06,1.41,0
Kepler-1453,1196.04,1,5665.0,0.94,0.97,0
Kepler-1454,780.566,1,5448.0,0.86,0.9,0
Kepler-1455,357.621,1,4075.0,0.6,0.62,1
Kepler-1456,370.312,1,4231.0,0.62,0.64,0
Kepler-1457,889.885,1,5866.0,1.01,1.01,0
Kepler-1458,544.45,1,5653.0,0.94,0.96,0
Kepler-1459,455.479,1,4828.0,0.74,0.78,0
Kepler-1460,553.218,1,4422.0,0.67,0.7,0
Kepler-1461,679.106,1,4919.0,0.74,0.79,0
Kepler-1462,1017.82,1,5756.0,1.0,1.0,0
Kepler-1463,1687.47,1,5679.0,0.95,0.96,0
Kepler-1464,1151.73,2,5828.0,1.01,1.02,0
Kepler-1465,359.497,1,4726.0,0.71,0.75,0
Kepler-1466,631.949,1,5884.0,1.02,1.01,0
Kepler-1467,852.888,1,5332.0,0.82,0.86,0
Kepler-1468,1899.24,3,5794.0,1.05,1.04,0
Kepler-1469,1159.3,1,5507.0,0.89,0.92,0
Kepler-1470,590.601,1,4961.0,0.76,0.8,0
Kepler-1471,978.678,2,5533.0,0.93,0.934,0
Kepler-1472,1479.14,1,6159.0,1.25,1.16,0
Kepler-1473,652.253,1,6046.0,1.09,1.09,0
Kepler-1474,1180.9,1,5870.0,1.04,1.04,0
Kepler-1475,1568.38,1,6214.0,1.28,1.18,0
Kepler-1476,1002.74,1,5663.0,0.96,0.98,0
Kepler-1477,680.828,1,5100.0,0.78,0.81,0
Kepler-1478,1845.58,1,5904.0,1.06,1.04,0
Kepler-1479,728.668,1,5796.0,0.98,0.99,0
Kepler-148,791.163,1,5172.0,0.81,0.86,0
Kepler-1480,500.892,1,5156.0,0.81,0.85,0
Kepler-1481,459.076,1,4908.0,0.75,0.8,0
Kepler-1482,567.556,1,5381.0,0.84,0.88,0
Kepler-1483,1273.78,1,6337.0,1.4,1.25,0
Kepler-1484,2879.83,1,5730.0,0.92,0.94,0
Kepler-1485,615.66,1,6087.0,1.12,1.11,0
Kepler-1486,1769.14,1,5965.0,1.12,1.08,0
Kepler-1487,1014.62,2,5745.0,1.63,1.38,0
Kepler-1488,905.825,2,5710.0,1.31,1.003,0
Kepler-1489,1283.05,1,5655.0,0.9,0.93,0
Kepler-1490,862.92,1,5515.0,0.87,0.9,0
Kepler-1491,2065.59,2,5626.0,0.99,0.991,0
Kepler-1492,331.553,1,4712.0,0.72,0.77,0
Kepler-1493,555.051,1,5863.0,1.29,1.06,0
Kepler-1494,1285.48,1,5659.0,0.94,0.96,0
Kepler-1495,1355.54,1,5831.0,1.04,1.03,0
Kepler-1496,1307.66,1,6182.0,1.27,1.18,0
Kepler-1497,1122.0,1,5675.0,0.95,0.96,0
Kepler-1498,740.0,1,5256.0,0.81,0.86,0
Kepler-1499,309.869,1,5097.0,0.78,0.82,0
Kepler-1500,1217.82,1,5845.0,1.0,1.0,0
Kepler-1501,749.06,1,6229.0,1.3,1.2,0
Kepler-1502,1514.02,1,6666.0,1.72,1.44,0
Kepler-1503,1225.57,1,5069.0,0.74,0.77,0
Kepler-1504,2435.94,1,5393.0,0.81,0.85,0
Kepler-1505,495.148,1,5686.0,0.86,0.93,0
Kepler-1506,2366.02,1,5676.0,0.93,0.95,0
Kepler-1507,320.478,1,5410.0,0.85,0.89,0
Kepler-1508,1260.28,1,6158.0,1.22,1.14,0
Kepler-1509,2002.96,1,5780.0,0.99,1.0,0
Kepler-1510,1696.25,1,6200.0,1.28,1.19,0
Kepler-1511,1475.6,1,6064.0,1.29,1.17,0
Kepler-1512,162.0,1,4372.0,0.67,0.73,1
Kepler-1513,349.247,1,5491.0,0.95,0.943,0
Kepler-1514,397.292,2,6145.0,1.289,1.196,0
Kepler-1515,539.321,1,6511.0,1.41,1.3,0
Kepler-1516,1358.95,1,5904.0,1.07,1.04,0
Kepler-1517,847.299,1,7010.0,1.95,1.58,0
Kepler-1518,903.51,2,6432.0,1.345,1.06,0
Kepler-1519,1441.63,1,5644.0,0.91,0.94,0
Kepler-1520,607.917,1,4677.0,0.71,0.76,0
Kepler-1521,206.983,1,5042.0,0.76,0.81,0
Kepler-1522,814.125,1,5706.0,0.93,0.96,0
Kepler-1523,865.596,1,5708.0,0.96,0.97,0
Kepler-1524,381.773,1,6179.0,1.25,1.17,0
Kepler-1525,382.989,1,5748.0,1.04,1.07,0
Kepler-1526,555.574,1,4601.0,0.69,0.73,0
Kepler-1527,1842.13,1,6224.0,1.32,1.21,0
Kepler-1528,817.534,1,5857.0,1.03,1.03,0
Kepler-1529,661.014,1,5048.0,0.77,0.81,0
Kepler-1530,489.876,3,5477.0,0.88,0.92,0
Kepler-1531,666.334,1,6260.0,1.27,1.16,0
Kepler-1532,798.246,1,5559.0,0.88,0.91,0
Kepler-1533,966.801,1,6431.0,1.51,1.31,0
Kepler-1534,1107.0,1,5442.0,0.86,0.9,0
Kepler-1535,897.733,1,6021.0,1.11,1.08,0
Kepler-1536,387.248,1,4434.0,0.67,0.71,0
Kepler-1537,517.292,1,5079.0,0.77,0.81,0
Kepler-1538,1125.3,1,5837.0,1.03,1.03,0
Kepler-1539,748.326,1,5176.0,0.8,0.84,1
Kepler-154,915.212,3,5769.0,0.98,0.98,0
Kepler-1540,244.96,1,4540.0,0.69,0.74,1
Kepler-1541,416.692,1,5282.0,0.81,0.86,0
Kepler-1542,399.114,4,5564.0,0.99,0.94,0
Kepler-1543,921.784,1,6561.0,1.65,1.39,0
Kepler-1544,335.09,1,4886.0,0.74,0.81,1
Kepler-1545,729.964,1,5201.0,0.8,0.84,1
Kepler-1546,931.956,1,5623.0,0.93,0.95,0
Kepler-1547,674.695,1,6078.0,1.18,1.12,0
Kepler-1548,872.279,1,5706.0,0.97,0.99,0
Kepler-1549,803.052,1,5324.0,0.84,0.88,1
Kepler-1550,1179.01,1,5991.0,1.11,1.07,0
Kepler-1551,1463.72,1,6136.0,1.22,1.14,0
Kepler-1552,769.096,1,5202.0,0.78,0.85,1
Kepler-1553,692.594,1,5288.0,0.81,0.85,0
Kepler-1554,946.847,1,5297.0,0.81,0.84,1
Kepler-1555,2013.27,1,5866.0,1.06,1.04,0
Kepler-1556,944.54,1,5608.0,0.95,0.97,0
Kepler-1557,1380.16,1,6099.0,1.17,1.11,0
Kepler-1558,325.737,1,5101.0,0.79,0.83,0
Kepler-1559,614.827,1,5316.0,0.82,0.86,0
Kepler-1560,502.497,1,5815.0,1.02,1.02,0
Kepler-1561,839.076,1,5957.0,1.11,1.07,0
Kepler-1562,2060.72,1,5760.0,1.05,1.02,0
Kepler-1563,616.697,1,5765.0,0.99,1.0,0
Kepler-1564,908.805,1,5528.0,0.9,0.93,0
Kepler-1565,629.93,1,4940.0,0.73,0.76,0
Kepler-1566,466.586,1,5254.0,0.81,0.84,0
Kepler-1567,1206.11,1,5655.0,0.93,0.95,0
Kepler-1568,916.313,1,5956.0,1.19,1.09,0
Kepler-1569,945.454,1,6319.0,1.4,1.25,0
Kepler-157,773.713,1,5866.0,1.03,1.02,0
Kepler-1570,918.995,1,5550.0,0.89,0.92,0
Kepler-1571,675.303,1,6297.0,1.39,1.23,0
Kepler-1572,946.602,1,5618.0,0.95,0.97,0
Kepler-1573,1455.36,1,5808.0,1.0,1.01,0
Kepler-1574,1384.16,1,5892.0,1.08,1.06,0
Kepler-1575,1246.92,1,5667.0,0.92,0.95,0
Kepler-1576,460.91,1,5876.0,1.06,1.05,0
Kepler-1577,510.029,1,4862.0,0.74,0.78,0
Kepler-1578,1064.05,1,5545.0,0.86,0.9,0
Kepler-1579,466.0,1,4584.0,0.7,0.75,0
Kepler-1580,1002.02,1,6228.0,2.15,1.47,0
Kepler-1581,493.175,1,6022.0,1.23,1.12,0
Kepler-1582,78.8906,1,3208.0,0.3,0.28,0
Kepler-1583,403.933,1,5645.0,0.91,0.94,0
Kepler-1584,1416.31,1,6069.0,1.13,1.1,0
Kepler-1585,944.465,1,5538.0,0.91,0.94,0
Kepler-1586,552.55,1,6681.0,1.75,1.45,0
Kepler-1587,1026.48,1,5933.0,1.22,1.08,0
Kepler-1588,924.141,1,5817.0,0.99,0.96,0
Kepler-1589,1513.14,1,6166.0,1.25,1.18,0
Kepler-1590,771.152,1,6053.0,1.16,1.11,0
Kepler-1591,1419.58,1,6082.0,1.16,1.1,0
Kepler-1592,1639.47,1,6213.0,1.28,1.18,0
Kepler-1593,638.249,1,4995.0,0.77,0.81,1
Kepler-1594,976.868,1,5946.0,1.08,1.06,0
Kepler-1595,845.022,1,5203.0,0.8,0.84,0
Kepler-1596,2146.23,1,5706.0,0.92,0.95,0
Kepler-1597,1221.05,1,6377.0,1.39,1.25,0
Kepler-1598,619.862,1,5940.0,1.09,1.07,0
Kepler-1599,1328.2,1,5767.0,0.99,0.99,0
Kepler-1600,1030.81,2,5119.0,0.82,0.818,0
Kepler-1601,644.456,1,5869.0,1.07,1.04,0
Kepler-1602,629.804,1,6296.0,1.36,1.22,0
Kepler-1603,2712.58,1,6241.0,1.31,1.21,0
Kepler-1604,541.189,1,4976.0,0.76,0.81,0
Kepler-1605,546.23,1,5280.0,0.82,0.86,0
Kepler-1606,831.287,1,5422.0,0.86,0.9,1
Kepler-1607,1286.1,1,6116.0,1.21,1.14,0
Kepler-1608,832.0,1,4992.0,0.72,0.75,0
